0	70	5
0	1631	5
0	2526	5
0	2846	5
0	2931	5
0	3297	5
0	3332	5
0	4662	5
0	4871	5
0	5114	5
0	5324	5
0	5325	5
0	5614	5
0	5991	5
0	6968	5
0	7106	5
0	7801	5
0	7867	5
0	8903	5
0	10008	5
0	10204	5
0	10272	5
0	11009	5
0	11105	5
0	11320	5
0	11650	5
0	11853	5
0	11919	5
0	12684	5
0	12716	5
0	12803	5
0	12804	5
0	12805	5
0	12831	5
0	12916	5
0	13172	5
0	13187	5
0	13363	5
0	13924	5
0	14851	5
0	15026	5
0	15191	5
0	15282	5
0	15833	5
0	15894	5
0	16163	5
0	16424	5
1	493	5
1	942	5
1	1519	5
1	1844	5
1	1896	5
1	2819	5
1	3391	5
1	5031	5
1	5572	5
1	10413	5
1	11913	5
1	12588	5
1	12896	5
1	13846	5
1	13856	5
1	13999	5
1	14037	5
1	14476	5
1	15047	5
1	15382	5
1	15458	5
1	15515	5
1	15634	5
1	15800	5
1	16022	5
1	16438	5
1	16495	5
1	16745	5
2	20	5
2	517	5
2	791	5
2	1329	5
2	1984	5
2	2126	5
2	3009	5
2	4458	5
2	4671	5
2	4792	5
2	5266	5
2	6331	5
2	6385	5
2	6449	5
2	7748	5
2	8800	5
2	9090	5
3	755	5
3	776	5
3	895	5
3	2991	5
3	4973	5
4	761	5
4	2678	5
4	5439	5
4	5758	5
4	9046	5
4	11877	5
4	11904	5
4	13250	5
5	31	5
5	648	5
5	661	5
5	670	5
5	689	5
5	690	5
5	691	5
5	809	5
5	899	5
5	953	5
5	954	5
5	1964	5
5	2025	5
5	3033	5
5	4075	5
5	5451	5
5	5548	5
5	5772	5
5	7168	5
5	7302	5
5	8024	5
5	8034	5
6	3292	5
6	6723	5
6	7495	5
6	11253	5
7	10	5
7	2526	5
7	5384	5
7	11105	5
7	11321	5
7	11546	5
7	13587	5
8	34	5
8	861	5
8	2461	5
8	3082	5
8	3446	5
8	4397	5
8	4506	5
8	4862	5
8	4887	5
8	5267	5
8	5768	5
8	6364	5
8	6956	5
8	6979	5
8	7280	5
8	7568	5
8	9604	5
8	9849	5
9	26	5
9	746	5
9	830	5
9	2000	5
9	2439	5
9	2476	5
9	3090	5
9	3887	5
9	4899	5
9	6620	5
9	7786	5
9	8183	5
9	8223	5
9	8711	5
9	9590	5
9	14002	5
10	33	5
10	135	5
10	240	5
10	1124	5
10	1126	5
10	1128	5
10	2449	5
10	2452	5
10	2992	5
10	3660	5
10	3672	5
10	4702	5
10	5040	5
10	5216	5
10	6355	5
10	7706	5
10	10712	5
10	11027	5
10	11028	5
11	62	5
11	211	5
11	240	5
11	277	5
11	450	5
11	970	5
11	1755	5
11	2094	5
11	2434	5
11	2445	5
11	2452	5
11	2768	5
11	2829	5
11	3007	5
11	3052	5
11	3076	5
11	3120	5
11	3866	5
11	4010	5
11	4012	5
11	4381	5
11	4550	5
11	4551	5
11	4605	5
11	4609	5
11	4610	5
11	4728	5
11	5001	5
11	5005	5
11	6401	5
11	6431	5
11	6657	5
11	8071	5
11	9024	5
11	9648	5
11	10276	5
11	11129	5
11	11135	5
11	12209	5
11	12313	5
11	12352	5
11	12463	5
12	82	5
12	2	5
12	122	5
12	407	5
12	617	5
12	927	5
12	1480	5
12	1538	5
12	2198	5
12	2289	5
12	2768	5
12	2830	5
12	3358	5
12	3814	5
12	4202	5
12	4211	5
12	4223	5
12	4408	5
12	4943	5
12	4979	5
12	6164	5
12	6191	5
12	6782	5
12	6820	5
12	6890	5
12	7369	5
12	7870	5
12	8062	5
12	8711	5
12	9835	5
12	9887	5
12	10265	5
12	10628	5
12	10987	5
12	11246	5
12	11277	5
12	11491	5
12	11504	5
12	11567	5
12	12259	5
12	12305	5
12	12441	5
12	12990	5
12	13727	5
12	13916	5
12	14254	5
12	14789	5
12	15878	5
12	15955	5
12	15957	5
12	16039	5
12	16223	5
12	16300	5
12	16721	5
12	16814	5
13	20	5
13	277	5
13	1929	5
13	2589	5
13	2829	5
13	2878	5
13	2902	5
13	3075	5
13	3877	5
13	5040	5
13	6512	5
13	7054	5
13	7229	5
13	8071	5
14	2533	5
14	4420	5
14	7453	5
14	9628	5
14	12571	5
14	12681	5
14	13447	5
15	10	5
15	4179	5
15	6359	5
15	11640	5
15	12826	5
15	15113	5
15	15708	5
15	16319	5
16	220	5
16	885	5
16	1180	5
16	2462	5
16	2635	5
16	2637	5
16	2794	5
16	3012	5
16	5603	5
16	8020	5
16	10918	5
16	12201	5
16	13086	5
16	14022	5
17	15	5
17	441	5
17	2719	5
17	2721	5
17	2821	5
17	3481	5
17	3821	5
17	3970	5
17	4139	5
17	4667	5
17	5701	5
17	6416	5
17	6572	5
17	7313	5
18	10	5
18	2464	5
18	3064	5
18	3614	5
18	4629	5
18	4797	5
18	5836	5
18	5994	5
18	9700	5
19	23	5
19	6484	5
19	10505	5
19	10605	5
19	11158	5
19	11211	5
19	11328	5
19	11584	5
19	12462	5
19	12506	5
19	12842	5
19	13095	5
19	13443	5
19	13491	5
19	13874	5
19	13942	5
19	14018	5
19	14164	5
19	14168	5
19	14176	5
19	14177	5
19	14348	5
19	14523	5
20	20	5
20	264	5
20	328	5
20	752	5
20	903	5
20	921	5
20	994	5
20	1005	5
20	1007	5
20	1113	5
20	1210	5
20	1250	5
20	1534	5
20	1565	5
20	1602	5
20	1625	5
20	1665	5
20	1671	5
20	1677	5
20	1691	5
20	2166	5
20	2219	5
20	2368	5
20	2416	5
20	2596	5
20	2710	5
20	3246	5
20	3316	5
20	3321	5
20	3364	5
20	3365	5
20	3367	5
20	4388	5
20	4957	5
20	5044	5
20	5107	5
20	5108	5
20	5615	5
20	5619	5
20	5620	5
20	5621	5
20	5622	5
20	5626	5
20	5630	5
20	5632	5
20	5633	5
20	5634	5
20	5635	5
20	5659	5
20	5876	5
20	5877	5
20	5878	5
20	5879	5
20	5880	5
20	5881	5
20	5882	5
20	5883	5
20	5884	5
20	5885	5
20	5886	5
20	5887	5
20	5888	5
20	5889	5
20	5890	5
20	5891	5
20	5892	5
20	5893	5
20	5894	5
20	5895	5
20	5896	5
20	5899	5
20	5901	5
20	9761	5
20	9864	5
20	9865	5
20	9866	5
20	9867	5
20	9868	5
20	10363	5
20	15131	5
21	20	5
21	328	5
21	752	5
21	994	5
21	1005	5
21	1007	5
21	1113	5
21	1210	5
21	1250	5
21	1534	5
21	1565	5
21	1602	5
21	1625	5
21	1665	5
21	1671	5
21	1677	5
21	1691	5
21	2219	5
21	2368	5
21	2416	5
21	2596	5
21	2710	5
21	3316	5
21	3321	5
21	3364	5
21	3365	5
21	3367	5
21	4388	5
21	4957	5
21	5044	5
21	5107	5
21	5108	5
21	5659	5
21	5876	5
21	5877	5
21	5878	5
21	5879	5
21	5880	5
21	5881	5
21	5882	5
21	5883	5
21	5884	5
21	5885	5
21	5886	5
21	5887	5
21	5888	5
21	5889	5
21	5890	5
21	5891	5
21	5892	5
21	5893	5
21	5894	5
21	5895	5
21	5896	5
21	5899	5
21	5901	5
22	70	5
22	267	5
22	280	5
22	285	5
22	286	5
22	398	5
22	399	5
22	430	5
22	710	5
22	814	5
22	909	5
22	910	5
22	1156	5
22	1355	5
22	1358	5
22	1364	5
22	1371	5
22	1707	5
22	2077	5
22	2334	5
22	2338	5
22	2346	5
22	2785	5
22	2790	5
22	2921	5
22	2983	5
22	3067	5
22	3502	5
22	3638	5
22	3659	5
22	3687	5
22	3688	5
22	4461	5
22	4462	5
22	4585	5
22	5395	5
22	5602	5
22	5603	5
22	5733	5
22	5782	5
22	6919	5
22	6938	5
22	6971	5
22	6973	5
22	7096	5
22	7187	5
22	7349	5
22	7401	5
22	7437	5
22	7506	5
22	8016	5
22	8112	5
22	8178	5
22	8698	5
22	9374	5
22	11697	5
23	180	5
23	461	5
23	466	5
23	501	5
23	685	5
23	687	5
23	767	5
23	1304	5
23	1599	5
23	1673	5
23	1737	5
23	1937	5
23	2364	5
23	3088	5
23	3441	5
23	3726	5
23	3802	5
23	3962	5
23	3963	5
23	4048	5
23	4155	5
23	4177	5
23	4359	5
23	4648	5
23	4689	5
23	4872	5
23	4910	5
23	4915	5
23	5164	5
23	5165	5
23	5166	5
23	5376	5
23	5380	5
23	5638	5
23	5716	5
23	5717	5
23	6273	5
23	7076	5
23	7260	5
23	7312	5
23	7371	5
23	7561	5
23	7617	5
23	7824	5
23	8272	5
23	8362	5
23	8683	5
23	8755	5
23	9130	5
23	9147	5
23	9321	5
23	9420	5
23	9497	5
23	9625	5
23	9692	5
23	9693	5
23	9695	5
23	9903	5
23	9914	5
23	10041	5
23	10215	5
23	10252	5
23	10315	5
23	10530	5
23	10632	5
23	10648	5
23	10650	5
23	10662	5
23	10705	5
23	10706	5
23	10714	5
23	10716	5
23	10722	5
23	10730	5
23	10757	5
23	10768	5
23	10794	5
23	10860	5
23	10943	5
23	10950	5
23	11191	5
23	11246	5
23	11323	5
23	11582	5
23	11819	5
23	11838	5
23	11956	5
23	12084	5
23	12153	5
23	12227	5
23	12288	5
23	12509	5
23	12643	5
23	12790	5
23	12919	5
23	12945	5
23	13034	5
23	13058	5
23	13078	5
23	13092	5
23	13110	5
23	13130	5
23	13286	5
23	13301	5
23	13316	5
23	13320	5
23	13321	5
23	13348	5
23	13357	5
23	13410	5
23	13542	5
23	13546	5
23	13547	5
23	13610	5
23	13647	5
23	13745	5
23	13886	5
23	13900	5
23	14173	5
23	14201	5
23	14449	5
23	14502	5
23	14510	5
23	14526	5
23	14556	5
23	14573	5
23	14580	5
23	14635	5
23	14640	5
23	14656	5
23	14703	5
23	14705	5
23	14716	5
23	14729	5
23	14770	5
23	14946	5
23	15030	5
23	15066	5
23	15141	5
23	15218	5
23	15225	5
23	15267	5
23	15354	5
23	15357	5
23	15412	5
23	15819	5
23	15865	5
23	16066	5
23	16475	5
23	16493	5
23	16499	5
